26,-120.192919,34.600344,Mosby Winery,9496 Santa Rosa Road,,,Buellton,CA,93427,,,,,
27,-122.554502,38.571608,Clos Pegase Winery,1060 Dunaweal Lane,,,Calistoga,CA,94515,,,,tenma@clospegase.com,
28,-122.522769,38.558771,Frank Family Vineyards,1091 Larkmead Lane,,,Calistoga,CA,94515,,,,info@frankfamilyvineyards.com,
29,-122.554486,38.569844,Sterling Vineyards,1111 Dunaweal Lane,,,Calistoga,CA,94515,,800 726-6136,,info@sterlingvineyards.com,
30,-122.672676,38.635178,PeterMichaelWinery,12400 Ida Clayton Road,,,Calistoga,CA,94515,,800-354-4459,,retail@petermichaelwinery.com,
31,-122.579586,38.577536,August Briggs Winery - Tasting Room,1307 Lincoln Ave,,,Calistoga,CA,94515,,(707) 942-5854,,info@augustbriggswines.com,
32,-122.579623,38.57754,Rios Wine - Tasting Room,1307-A Lincoln Avenue,,,Calistoga,CA,94515,,,,contact@rioswine.com,
33,-122.537816,38.550093,Schramsberg Vineyards,1400 Schramsberg Rd.,,,Calistoga,CA,94515,,,,isitorcenter@schramsberg.com,
34,-122.597503,38.602348,Chateau Montelena,1429 Tubbs Lane,,,Calistoga,CA,94515,,,,customer-service@montelena.com,
35,-122.57618,38.564072,Diamond Creek Vineyards,1500 Diamond Mountain Road,,,Calistoga,CA,94515,,,,info@diamondcreekvineyards.com,
36,-122.573165,38.565348,Von Strasser Winery,1510 Diamond Mountain Road,,,Calistoga,CA,94515,,,,,
37,-122.578492,38.59129,Zahtila Vineyards,2250 Lake County Hwy,,,Calistoga,CA,94515,,,,laura@zahtilavineyards.com,
38,-122.587965,38.597277,Vincent Arroyo Winery,2361 Greenwood Ave.,,,Calistoga,CA,94515,,,,info@vincentarroyo.com,
39,-122.638769,38.602151,Storybook Mountain Vineyards,3835 California 128,,,Calistoga,CA,94515,,,,,
40,-122.513105,38.563527,Wermuth Winery,3942 Silverado Trl,,,Calistoga,CA,94515,,,,,
41,-122.541257,38.558464,Castello di Amorosa Winery,4045 North St Helena Hwy,,,Calistoga,CA,94515,,,,tours@castellodiamorosa.com,
42,-122.525014,38.577119,Dutch Henry Winery,4310 Silverado Trail,,,Calistoga,CA,94515,,,,info@dutchhenry.com,
43,-122.549195,38.574765,Cuvaison - Calistoga,4550 Silverado Trail,,,Calistoga,CA,94515,,,,info@cuvaison.com,
44,-119.095705,34.217835,Cantara Cellars,126 N Wood Rd #104,,,Camarillo,CA,93010,,,,mbrown@cantaracellars.com,
45,-120.717881,38.743825,Madro_a Vineyards,2560 High Hill Road,,,Camino,CA,95709,,,,Winery@MadronaVineyards.com,
46,-117.322526,33.125934,Bellefleur Winery,5610 Paseo Del Norte #100,,,Carlsbad,CA,92008,,,,,
47,-121.909023,36.536842,Morgan Winery - Taste Morgan,204 Crossroads Boulevard,,,Carmel,CA,93923,,,,,
48,-121.820392,36.528769,Chateau Julien,8940 Carmel Valley Road,,,Carmel,CA,93923,,,,,
49,-121.922768,36.55458,Galante Vineyards Tasting Room,Dolores Street,,,Carmel,CA,93923,,,,wine@galantevineyards.com,
50,-121.732182,36.479252,Chateau Sinnet,13746 Center St,,,Carmel Valley,CA,93924,,,,,
51,-121.662383,36.404185,Galante Vineyards,18181 Cachagua Road,,,Carmel Valley,CA,93924,,,,wine@galantevineyards.com,
52,-121.732968,36.479379,Joullian Vineyards Tasting Room,2 Village Drive Suite A,,,Carmel Valley,CA,93924,,866-659-8101,,tastingroom@joullian.com,
53,-121.625755,36.392291,Joullian Vineyards,20300 Cachagua Road,,,Carmel Valley,CA,93924,,877-659-2800,,rwatson@joullian.com,
54,-121.734352,36.480446,Georis Winery,4 Pilot Road,,,Carmel Valley,CA,93924,,,,info@georiswine.com,
55,-121.735076,36.480471,Talbott Vineyards Tasting Room - Carmel Valley,53 West Carmel Valley Road,,,Carmel Valley,CA,93924,,,,tastingroom@talbottvineyards.com,
56,-121.735519,36.48076,Heller Estate Organic Vineyards,69 W. Carmel Valley Rd,,,Carmel Valley,CA,93924,,800-625-8466,,tastingroom@hellerestate.com,
57,-121.730946,36.479043,Bernardus Winery,5 West Carmel Valley Road,,,Carmel Valley,CA,,,800-223-2533,,,
58,-121.957507,37.636091,Westover Vineyards,34329 Palomares Road,,,Castro,CA,94552,,,,info@westoverwinery.com,
59,-121.960814,37.637574,Chouinard Vineyards,33853 Palomares Road,,,Castro,CA,94552-9616,,,,chouinard@chouinard.com,
60,-121.541855,38.388714,Bogle Vineyards,37783 County Road 144,,,Clarksburg,CA,95612-5009,,,,,
61,-123.024924,38.796595,Bandiera Winery,155 Cherry Creek Rd.,,,Cloverdale,CA,95425,,,,,
62,-122.93485,38.725568,Pastori Winery,23189 Geyserville Avenue,,,Cloverdale,CA,95425,,,,,
63,-122.987362,38.737093,Fritz Underground Winery ,24691 Dutcher Creek Road,,,Cloverdale,CA,95425,,,,info@fritzwinery.com,
64,-120.538055,35.535369,August Ridge Vineyards,8790 E. Highway 41,,,Creston,CA,92432,,,,jill@augustridge.com,
65,-120.491658,35.516902,Chateau Margene,4385 La Panza Road,,,Creston,CA,93432,,,,,
66,-120.415617,35.456493,Eden Canyon,1919 Calf Canyon Hwy,,,Creston,CA,93432-9627,,,,info@edencanyon.com,
67,-122.114925,37.301009,Ridge Vineyards - Monte Bello,17100 Montebello Rd,,,Cupertino,CA,95014,,,,wine@ridgewine.com,
68,-122.473519,38.558975,Viader,1120 Deer Park Road,,,Deer Park,CA,94576,,,,cante@viader.com,
69,-123.566143,43.636364,Brandborg Vineyard,345 First Street,,,Elkton,OR,97436,,,,info@brandborgwine.com,
70,-117.08651,33.102201,Ferrara Winery,1120 West 15th Avenue,,,Escondido,CA,92025,,,,,
71,-117.043517,33.070919,Orfila Vineyards and Winery,13455 San Pasqual Road,,,Escondido,CA,92025,,,,owlclub@orfila.com,
72,-117.147453,33.240195,Deer Park Winery & Auto Museum,29013 Champagne Blvd,,,Escondido,CA,92026,,,,Mail@deerparkwine.com,
73,-120.644667,38.60196,Oakstone Winery,6470 Irish Acres Road,,,Fair Play,CA,95684,,,,info@oakstone-winery.com,
74,-120.658711,38.596719,Iverson Vineyards & Winery,8061 Perry Creek Road,,,Fair Play,CA,95684,,,,info@iversonwinery.com,
75,-120.652521,38.587063,Charles B. Mitchell,8221 Stoney Creek Roa8221 d,,,Fair Play,CA,95684,,,,cbmvwine@mindspring.com ,
76,-120.673184,38.596971,Cedarville Vineyard,6320 Marestail Road,,,Fair Play,CA,95684-0419,,,,info@cedarvillevineyard.com,
77,-122.098939,38.269336,Ledgewood Creek Winery,4589 Abernathy Road,,,Fairfield,CA,94534,,,,,
78,-122.113118,38.276605,Wooden Valley Winery,4756 Suisun Valley Road,,,Fairfield,CA,94534,,,,info@woodenvalley.com,
79,-122.077678,37.051545,Hallcrest Vineyards,379 Felton Empire Road,,,Felton,CA,95018,,,,marketing@hallcrestvineyards.com,
80,-122.023296,37.131022,Zayante Vineyards,420 Old Mount Road,,,Felton,CA,95018,,,,info@zayantevineyards.com,
81,-118.911054,34.398602,Giessinger Winery Tasting Room - Fillmore,365 Santa Clara Street,,,Fillmore,CA,93015,,,,info@giessingerwinery.com,
82,-122.850403,38.484098,Joseph Swan Vineyards,2916 Laguna Road,,,Forestville,CA,95436,,,,joe@swanwinery.com,
83,-122.881973,38.465854,Russian River Vineyards,5700 Highway 116 ,,,Forestville,CA,95436,,,,info@russianrivervineyards.com,
84,-122.909307,38.484018,Hartford Family Winery,8075 Martinelli Road,,,Forestville,CA,95436,,,,hartford.winery@hartfordwines.com,
85,-119.866848,36.805539,Cribari Vineyards,4180 W Alamos Ave # 108,,,Fresno,CA,93722,,,,,
86,-122.770125,38.504175,Kendall-Jackson Wine Center,5007 Fulton Road,,,Fulton,CA,95439,,,,kjwines@kj.com,
87,-122.937226,38.705031,Pedroncelli Winery,1220 Canyon Road,,,Geyserville,CA,95441,,800-836-3894,,service@pedroncelli.com,
88,-122.872682,38.67979,Trentadue Winery,19170 Geyserville Avenue,,,Geyserville,CA,95441,,,,royalene@trentadue.com,
89,-122.879409,38.684111,Clos Du Bois Winery,19410 Geyserville Ave,,,Geyserville,CA,95441,,,,TastingRoom@ClosDuBois.com,
90,-122.876716,38.70914,De Lorimier Winery,2001 California 128,,,Geyserville,CA,95441,,,,tasting@delorimierwinery.com,
91,-122.90394,38.706264,Ramazzotti Wines - Tasting Room,21015 Geyserville Avenue,,,Geyserville,CA,95441,,,,info@ramazzottiwines.com,
92,-122.904305,38.706511,Meeker Vineyard Tasting Room,21035 Geyserville Avenue,,,Geyserville,CA,95441,,,,becca@meekerwine.com,
93,-122.923075,38.715669,Geyser Peak Winery,22281 Chianti Road,,,Geyserville,CA,95441,,800-255-WINE,,tastingroom@geyserpeakwinery.com,
94,-122.949351,38.714792,Frick Winery,23072 Walling Road,,,Geyserville,CA,95441,,,,Frick@frickwinery.com,
95,-122.954736,38.742645,Silver Oak Cellars - Alexander Valley,24625 Chianti Road,,,Geyserville,CA,95441,,,,avinfo@silveroak.com ,
96,-122.887037,38.680259,Francis Ford Coppola Winery,300 Via Archimedes,,,Geyserville,CA,95441,,,,info@franciscoppolawinery.com,
97,-122.88723,38.680669,FrancisFordCoppola,300 Via Archimedes,,,Geyserville,CA,95441,,,,info@ffcpresents.com,
98,-122.849175,38.689312,Draxton Wines,4001 Highway128 ,,,Geyserville,CA,95441,,,,info@draxtonwines.com,
99,-122.834911,38.681921,Stryker Sonoma Winery,5110 California 128,,,Geyserville,CA,95441,,(800) 433-1944,,info@strykersonoma.com,
100,-122.959789,38.705657,David Coffaro Vineyard,7485 Dry Creek Road,,,Geyserville,CA,95441,,,,david@coffaro.com,
101,-122.974713,38.711333,Dutcher Crossing Winery,8533 Dry Creek Road,,,Geyserville,CA,95441,,,,info@dutchercrossingwinery.com,
102,-122.994518,38.720952,Sbragia Family Vineyards,9990 Dry Creek Road,,,Geyserville,CA,95441,,,,info@sbragia.com,
103,-121.525092,37.042039,Thomas Kruse Winery,3200 Dryden Avenue,,,Gilroy,CA,95020,,,,krusewine@aol.com,
104,-121.642399,37.013426,Solis Winery,3920 Hecker Pass Road ,,,Gilroy,CA,95020,,,,solis@soliswinery.com,
105,-121.646622,37.013536,Sarahs Vineyard,4005 Hecker Pass Highway,,,Gilroy,CA,95020,,,,TR@sarahsvineyard.com,
106,-121.551506,36.964248,Rapazzini Winery,4350 Monterey Highway,,,Gilroy,CA,95020,,,,info@rapazziniwinery.com,
107,-121.652896,37.013513,Fortino Winery,4525 Hecker Pass Highway,,,Gilroy,CA,95020,,,,gino@fortinowinery.com,
108,-121.654851,37.013228,Hecker Pass Winery,4605 Hecker Pass Road,,,Gilroy,CA,95020,,,,,
109,-122.527315,38.388504,Wellington Vineyards,11600 Dunbar Road,,,Glen Ellen,CA,95442,,,,wv@wellingtonvineyards.com,
110,-122.500412,38.35861,Arrowood Vineyards,14347 Sonoma Highway,,,Glen Ellen,CA,95442,,800-938-5170,,hospitality@arrowoodvineyards.com,
111,-122.499243,38.35023,B R Cohn Winery,15000 Sonoma Hwy,,,Glen Ellen,CA,95442,,,,info@brcohn.com,
112,-122.541617,38.359931,Benziger Family Winery,1883 London Ranch Road,,,Glen Ellen,CA,95442,,,,greatwine@benziger.com,
113,-122.562473,38.371943,Coturri Winery,6725 Enterprise Road,,,Glen Ellen,CA,95442,,866-268-8774,,,
114,-122.505321,38.340613,Lake Sonoma Winey Tasting Room,777 Madrone Road,,,Glen Ellen,CA,95442,,,,info@lswinery.com,
115,-122.50534,38.340606,Valley of the Moon Winery,777 Madrone Road,,,Glen Ellen,CA,95442,,,,luna@valleyofthemoonwinery.com,
116,-121.259708,36.320727,Jekel Vineyards,40155 Walnut Avenue,,,Greenfield,CA,93927,,,,,
117,-122.965921,38.50899,Korbel Champagne Cellars,13250 River Rd,,,Guerneville,CA,95446,,,,,
118,-122.406115,37.48012,La Nebbia Winery,12341 San Mateo Road,,,Half Moon Bay,CA,94019,,,,info@lanebbiawinery.com,
119,-121.023368,35.508811,Harmony Cellars,3255 Harmony Valley Road,,,Harmony,CA,93435,,,,info@harmonycellars.com,
120,-122.935735,38.672544,Amphora Winery,4791 Dry Creek Road,,,Healdsburg,CA,94558,,,,,
121,-122.878743,38.521561,Davis Bynum Winery, 8075 Westside Rd,,,Healdsburg,CA,95448,,,,info@davisbynum.com,
122,-122.795729,38.657897,Johnsons Alexander Valley Wines, 8333 Highway 128,,,Healdsburg,CA,95448,,,,,
123,-122.775789,38.639842,Field Stone Winery,10075 California 128,,,Healdsburg,CA,95448,,,,tastingroom@fieldstonewinery.com,
124,-122.829981,38.588036,Limerick Lane Cellars,1023 Limerick Lane,,,Healdsburg,CA,95448,,,,info@limericklanewines.com,
125,-122.770607,38.569811,Chalk Hill Winery,10300 Chalk Hill Road,,,Healdsburg,CA,95448,,,,concierge@chalkhill.com,
126,-122.897575,38.507444,Gary Farrell Winery,10701 Westside Road,,,Healdsburg,CA,95448,,,,concierge@garyfarrellwinery.com,
127,-122.838344,38.600149,Domaine St George,1141 Grant Avenue,,,Healdsburg,CA,95448,,,,contact@stgwines.com,
128,-122.843376,38.573531,Rodney Strong Vineyards,11455 Old Redwood Highway,,,Healdsburg,CA,95448,,,,,
129,-122.850476,38.589946,Foppiano Vineyards,12707 Old Redwood Highway,,,Healdsburg,CA,95448,,,,info@foppiano.com,
130,-122.897637,38.656871,Mazzocco Vineyards,1400 Lytton Springs Road,,,Healdsburg,CA,95448,,(800) 501-8466,,karen@mazzocco.com,
131,-122.883373,38.598434,Mill Creek Vineyards,1401 Westside Road,,,Healdsburg,CA,95448,,,,kim@millcreekwinery.com,
132,-122.876756,38.630446,Grove Street Winery,1451 Grove Street,,,Healdsburg,CA,95448,,,,info@grovestreetwinery.com,
133,-122.851155,38.66148,Jordan Vineyard and Winery,1474 Alexander Valley Road,,,Healdsburg,CA,95448,,800-654-1213,,info@jordanwinery.com,
134,-122.773156,38.625902,Lancaster Estate Winery,15001 Chalk Hill Road,,,Healdsburg,CA,95448,,,,hospitality@lancaster-estate.com,
135,-122.873554,38.640348,Simi Winery,16275 Healdsburg Avenue,,,Healdsburg,CA,95448,,,,,
136,-122.900453,38.639174,Wilson Winery,1960 Dry Creek Road,,,Healdsburg,CA,95448,,800-433-4602,,Donna@wilsonwinery.com,
137,-122.871626,38.610049,Murphy-Goode Winery,20 Matheson Street,,,Healdsburg,CA,95448,,,,info@murphygoodewinery.com,
138,-122.871931,38.604555,Alderbrook Winery,2306 Magnolia Drive,,,Healdsburg,CA,95448,,,,,
139,-122.904804,38.644947,Nalle Winery,2383 Dry Creek Road,,,Healdsburg,CA,95448,,,,doug@nallewinery.com,
140,-122.869447,38.610856,Windsor Vineyards - Tasting Room,308 B Center Street,,,Healdsburg,CA,95448,,800-289-9463,,www.vintagewineestates.com,
141,-122.914583,38.641935,Pezzi King Vineyards,3225 West Dry Creek Road,,,Healdsburg,CA,95448,,,,sbilbro@pezziking.com,
142,-122.920355,38.653113,Amista Vineyards,3320 Dry Creek Road,,,Healdsburg,CA,95448,,,,arrow@amistavineyards.com,
143,-122.870876,38.611193,Kendall-Jackson Tasting Room,337 Healdsburg Ave,,,Healdsburg,CA,95448,,,,kjwines@kj.com ,
144,-122.922152,38.655048,F Teldeschi Winery,3555 Dry Creek Road,,,Healdsburg,CA,95448,,,,dteldeschi@neteze.com,
145,-122.871434,38.611778,Hawley Tasting Room & Gallery,36 North Street,,,Healdsburg,CA,95448,,,,info@hawleywine.com,
146,-122.924448,38.653394,Dry Creek Vineyard,3770 Lambert Bridge Road,,,Healdsburg,CA,95448,,,,dcv@drycreekvineyard.com,
147,-122.92433,38.65819,Rued Winery,3850 Dry Creek Road,,,Healdsburg,CA,95448,,,,dee@ruedvineyards.com,
148,-122.870922,38.564115,Toad Hollow Vineyards,4024 Westside Road,,,Healdsburg,CA,95448,,,,web@toadhollow.com,
149,-122.871088,38.564085,C Donatiello Winery,4035 Westside Road,,,Healdsburg,CA,95448,,,,info@cdonatiello.com,
150,-122.872515,38.564169,VML Winery,4035 Westside Road,,,Healdsburg,CA,95448,,,,info@vmlwine.com,
151,-122.92816,38.647306,Lambert Bridge Winery,4085 West Dry Creek Road,,,Healdsburg,CA,95448,,,,,
152,-122.871267,38.612422,Toad Hollow Vineyards - Tasting Room,409 Healdsburg Ave. #A,,,Healdsburg,CA,95448,,(888) 856-4889,,store@toadhollow.com,
153,-122.862666,38.606052,Pezzi King Vineyards - Tasting Room,412 Hudson Street,,,Healdsburg,CA,95448,,(866) 473-430,,sbilbro@pezziking.com,
154,-122.948003,38.656959,Michel-Schlumberge,4155 Wine Creek Rd,,,Healdsburg,CA,95448,,800-447-3060,,,
155,-122.929866,38.664737,Unti Vineyards,4202 Dry Creek Road,,,Healdsburg,CA,95448,,(707) 433-7097,,dee@untivineyards.com,
156,-122.862701,38.60632,Bluenose Wines,428 Hudson Street,,,Healdsburg,CA,95448,,(707) 433-2364,,paul@bluenosewines.com,
157,-122.862682,38.6062,Hudson Street Wineries,428 Hudson Street,,,Healdsburg,CA,95448,,, 707-473-0768,info@hudsonstreetwineries.com,
158,-122.88929,38.609359,Everett Ridge Winery,435 West Dry Creek Road,,,Healdsburg,CA,95448,,(888) 474-7456,,Info@EverettRidge.com,
159,-122.935756,38.67257,Peterson Winery,4791 Dry Creek Rd,,,Healdsburg,CA,95448,,,,tastingroom@petersonwinery.com,
160,-122.934716,38.673179,Collier Falls Vineyards - Dry Creek Valley,4791 Dry Creek Road Bldg 11,,,Healdsburg,CA,95448,,888-433-6555,(707) 433-7780,wine@collierfalls.com,
161,-122.934641,38.673143,Dashe Cellars Tasting Room,4791 Dry Creek Road Bldg 11,,,Healdsburg,CA,95448,,,,drycreek@feamilywines.com ,
162,-122.934625,38.673131,Forth Vineyards - Tasting Room,"4791 Dry Creek Road, Bldg 11",,,Healdsburg,CA,95448,707-473-0553,,,wine@forthvineyards.com,
163,-122.937709,38.65552,Quivira Vineyards and Winery,4900 W Dry Creek Rd,,,Healdsburg,CA,95448,,,,tscott@quivirawine.com,
164,-122.794211,38.629636,Stuhlmuller Vineyards,4951 West Soda Rock Lane,,,Healdsburg,CA,95448,,,,jacque@stuhlmullervineyards.com ,
165,-122.875195,38.613136,OptimaWineCellars,498 Moore Lane,,,Healdsburg,CA,95448,,,,info@optimawinery.com,
166,-122.866639,38.6078,Longboard Vineyards - Tasting Room,5 Fitch Street,,,Healdsburg,CA,95448,,,,info@longboardvineyards.com,
167,-122.861937,38.605896,Holdredge Wines,51 Front Street,,,Healdsburg,CA,95448,,,(707) 431-1404 ,winemaker@holdredge.com ,
168,-122.936813,38.675355,Forchini Vineyards & Winery,5141 Dry Creek Road,,,Healdsburg,CA,95448,,,,wine@forchini.com ,
169,-122.861508,38.605959,Davis Family Vineyards,52 Front Street,,,Healdsburg,CA,95448,,,(707) 569-0181,dfv@sonic.net ,
170,-122.861902,38.606022,Christie Vineyards - Tasting Room,53 Front Street,,,Healdsburg,CA,95448,,,,,
171,-122.861899,38.606012,Harts Desire Wine - Tasting Room,53 Front Street,,,Healdsburg,CA,95448,,,,info@hartsdesirewines.com,
172,-122.861899,38.606025,J. Keverson Winery - Tasting Room,53 Front Street,,,Healdsburg,CA,95448,,,,john@jkeverson.com,
173,-122.837872,38.587933,Deux Amis Winery,602 Limerick Lane,,,Healdsburg,CA,95448,,,,friends@DeuxAmisWines.com,
174,-122.83788,38.587942,Mietz Cellars,602 Limerick Lane,,,Healdsburg,CA,95448,,,,info@mietzcellars.com,
175,-122.837891,38.58794,Mutt Lynch Winery,602 Limerick Lane,,,Healdsburg,CA,95448,,,,,
176,-122.867264,38.535847,Hop Kiln Winery,6050 Westside Road,,,Healdsburg,CA,95448,,,,info@hopkilnwinery.com,
177,-122.867682,38.534926,Rochioli Vineyards and Winery,6192 Westside Road,,,Healdsburg,CA,95448,,,,,
178,-122.946925,38.688483,Chateau Diana,6195 Dry Creek Road,,,Healdsburg,CA,95448,,,,info@chateaud.com,
179,-122.8862,38.658965,Ridge Vineyards - Lytton Springs,650 Lytton Springs Road,,,Healdsburg,CA,95448,,,,wine@ridgewine.com,
180,-122.868369,38.52967,Williams Selyem Winery,6575 Westside Road,,,Healdsburg,CA,95448,,,,contact@williamsselyem.com,
181,-122.816833,38.668888,Hawkes Winery,6734 Highway 128,,,Healdsburg,CA,95448,,,,info@hawkeswine.com ,
182,-122.875562,38.617332,SeghesioWinery,700 Grove Street,,,Healdsburg,CA,95448,,,,tastingroom@seghesio.com,
183,-122.868685,38.52379,Arista Winery,7015 Westside Road,,,Healdsburg,CA,95448,,,,info@aristawinery.com,
184,-122.81672,38.664113,Stonestreet Winery,7111 Highway 128,,,Healdsburg,CA,95448,,,,info@stonestreetwines.com,
185,-122.954843,38.701696,Talty Vineyards & Winery,7127 Dry Creek Road,,,Healdsburg,CA,95448,,,,,
186,-122.805256,38.671669,SausalWinery,7370 Highway 128,,,Healdsburg,CA,95448,,,,al@sonic.net,
187,-122.95598,38.702006,Yoakim Bridge Vineyards,7399 Dry Creek Road,,,Healdsburg,CA,95448,,,,virginia@yoakimbridge.com,
188,-122.957928,38.685987,G_pfrich Winery,7462 West Dry Creek Road,,,Healdsburg,CA,95448,,,(707) 433-1645,info@gopfrich.com,
189,-122.807075,38.666873,White Oak Vineyards & Winery,7505 Highway 128,,,Healdsburg,CA,95448,,,,tastingroom@whiteoakwinery.com ,
190,-122.884266,38.603759,DaVero Farms & Winery,766 Westside Road,,,Healdsburg,CA,95448,,,,info@davero.com ,
191,-122.798937,38.66054,Soda Rock Winery,8015 Hwy 128,,,Healdsburg,CA,95448,,,,info@sodarockwinery.com,
192,-122.786143,38.656301,Alexander Valley Vineyards,8644 Highway 128,,,Healdsburg,CA,95448,,,,avv@avvwine.com,
193,-122.887633,38.523544,Porter Creek Vineyards,8735 Westside Road,,,Healdsburg,CA,95448,,,,info@portercreekvineyards.com,
194,-122.97805,38.712388,Ferrari-Carano Winery,8761 Dry Creek Road,,,Healdsburg,CA,95448,,,,tourinformation@ferrari-carano.com,
195,-123.032992,38.669809,Gustafson Family Vineyards,9100 Skaggs Springs Road,,,Healdsburg,CA,95448,,,,info@gfvineyard.com,
196,-122.779148,38.651668,"Hanna Winery, Alexander Valley",9280 Highway 128,,,Healdsburg,CA,95448,,,,info@hannawinery.com,
197,-122.972256,38.701235,Preston Vineyards and Winery,9282 West Dry Creek Road,,,Healdsburg,CA,95448,,,,,
198,-122.979278,38.7059,Bella Vineyards and Wine Caves,9711 W Dry Creek Rd,,,Healdsburg,CA,95448,,,,info@bellawinery.com ,
199,-122.878996,38.580748,De La Montanya Winery,999 Foreman Lane,,,Healdsburg,CA,95448,,,,dennis@dlmwine.com ,
200,-122.934785,38.65323,A Rafanelli Winery,4685 W Dry Creek Rd,,,Healdsburg,CA,95448-8124,,,,,
201,-122.880439,38.588468,Armida Winery,2201 Westside Rd,,,Healdsburg,CA,95448-9342,,,,info@armida.com,
202,-122.837899,38.588103,Christopher Creek Winery,641 Limerick Lane,,,Healdsburg,CA,95448-9586,,,,info@christophercreek.com,
203,-121.392124,36.745349,Pietra Santa Winery,10034 Cienega Road,,,Hollister,CA,95023,,,,nfo@pietrasantawinery.com,
204,-121.358752,36.82657,Leal Vineyards,300 Maranatha Drive,,,Hollister,CA,95023,,,,info@lealvineyards.com,
205,-123.049391,38.978215,Weibel Family Vineyards & Winery,13300 Buckman Drive,,,Hopland,CA,95449,,,,,
206,-120.96738,38.309092,Clos du Lac Cellars,3151 Hwy 88,,,Ione,CA,95640,,,,cdltr@earthlink.net,
207,-120.967423,38.309151,Clos Du Lac Cellars,3151 Hwy 88,,,Ione,CA,95640,,,,,
208,-122.864597,38.994594,Mt. Konocti Winery,2550 Big Valley Rd,,,Kelseyville,CA,95451,,,,,
209,-122.839591,38.977975,Wildhurst Vineyards - Tasting room,3855 Main Street,,,Kelseyville,CA,95451,,(800) 595-9463,,info@wildhurst.com,
210,-122.586093,38.441102,Ledson Winery & Vineyards,7335 Sonoma Hwy,,,Kenwood,CA,95409,,,,,
211,-122.554899,38.428318,Kaz Winery,233 Adobe Canyon Road,,,Kenwood,CA,95452,,,,kaz@kazwinery.com,
212,-122.547319,38.427496,Chateau St Jean,8555 Sonoma Highway (Highway 12),,,Kenwood,CA,95452,,877-478-5326,,,
213,-122.552139,38.420129,Paradise Ridge Winery - Kenwood Tasting Room,8860 Sonoma Highway,,,Kenwood,CA,95452,,,,kenwood@prwinery.com,
214,-122.547719,38.415464,Collier Falls Vineyards - Kenwood Tasting Room,9380 Sonoma Highway,,,Kenwood,CA,95452,,,,wine@collierfalls.com,
